dept,course,term,section,rec_course,rec_inst,eval_rate,enroll,evals,expected_grade,received_grade,study_wk,difficulty,amount_learned,attendance,start,duration
BILD,3,WI21,B,1.0,1.0,0.6975308641975309,162,113,3.64,3.57,4.32,2.57,4.25,2.7,13.0,0.8333333333333334
BILD,3,WI21,C,0.93,0.94,0.6444444444444445,135,87,3.64,3.51,5.35,2.84,4.3,2.63,14.0,0.8333333333333334
BILD,3,WI21,D,0.89,0.81,0.7071428571428572,140,99,3.48,3.22,6.09,3.29,4.21,2.63,12.0,0.8333333333333334
BILD,3,WI21,P,0.92,0.93,0.8156424581005587,179,146,3.56,3.63,5.31,3.0,3.98,2.79,17.0,1.3333333333333333
BILD,38,WI21,A,0.95,1.0,0.45652173913043476,46,21,3.45,3.81,4.0,2.79,4.15,2.75,11.0,1.3333333333333333
BILD,4,WI21,A,0.95,0.97,0.6542553191489362,188,123,3.88,3.81,3.39,,,,17.0,1.3333333333333333
BILD,4,WI21,B,0.87,0.96,0.7989690721649485,194,155,3.78,3.77,3.47,2.7,3.67,2.78,17.0,1.3333333333333333
BILD,4,WI21,C,0.95,0.99,0.6683673469387755,196,131,3.78,3.83,3.32,2.53,3.93,2.85,11.0,1.3333333333333333
BILD,46,WI21,A,1.0,1.0,0.47368421052631576,38,18,3.67,3.57,3.5,2.67,4.44,2.67,9.5,1.3333333333333333
BILD,60,WI21,A,1.0,1.0,0.5434782608695652,46,25,3.88,3.86,3.33,2.05,4.38,2.83,11.0,1.3333333333333333
BILD,81,WI21,A,1.0,1.0,0.4,10,4,4.0,3.86,3.17,1.5,4.33,2.33,9.0,0.8333333333333334
BILD,92,WI21,A,1.0,1.0,0.5,14,7,,,2.21,2.29,4.86,2.86,11.0,0.8333333333333334
BILD,1,FA20,A,1.0,0.95,0.41304347826086957,46,19,3.22,2.5,4.39,2.84,4.0,2.72,10.0,0.8333333333333334
BILD,1,FA20,B,0.88,0.94,0.673469387755102,49,33,3.13,2.99,5.47,3.3,4.0,2.55,10.0,0.8333333333333334
BILD,1,FA20,C,0.95,0.95,0.46938775510204084,49,23,3.41,3.09,4.95,2.86,4.36,2.86,10.0,0.8333333333333334
BILD,1,FA20,D,0.97,1.0,0.7959183673469388,49,39,3.68,3.5,5.24,2.92,4.11,2.53,16.0,0.8333333333333334
BILD,1,FA20,E,0.98,0.95,0.9166666666666666,48,44,3.78,3.44,5.36,2.95,4.23,2.59,16.0,0.8333333333333334
BILD,1,FA20,G,0.94,0.94,0.7839195979899497,199,156,3.45,3.33,5.1,2.98,4.08,2.73,17.0,1.3333333333333333
BILD,1,FA20,H,0.91,0.88,0.723404255319149,47,34,3.27,2.77,4.85,3.21,4.06,2.85,12.0,0.8333333333333334
BILD,1,FA20,J,0.89,0.92,0.7551020408163265,49,37,3.15,2.71,5.36,3.49,4.08,2.84,12.0,0.8333333333333334
BILD,1,FA20,K,1.0,0.97,0.7,50,35,3.49,2.99,4.1,2.94,4.26,2.77,9.0,0.8333333333333334
BILD,1,FA20,L,0.94,0.94,0.7857142857142857,42,33,3.33,2.87,5.65,3.12,4.15,2.88,9.0,0.8333333333333334
BILD,1,FA20,M,0.92,1.0,0.8,50,40,3.45,3.1,6.15,3.13,4.23,2.9,9.0,0.8333333333333334
BILD,1,FA20,N,0.95,0.92,0.8367346938775511,49,41,3.5,3.23,5.28,3.17,4.22,2.8,14.0,0.8333333333333334
BILD,1,FA20,O,0.97,0.97,0.7555555555555555,45,34,3.44,3.15,6.03,2.82,4.18,2.71,14.0,0.8333333333333334
BILD,1,FA20,P,0.93,0.85,0.5714285714285714,49,28,3.48,2.95,5.69,3.27,4.3,2.89,14.0,0.8333333333333334
BILD,10,FA20,A,0.96,0.94,0.7860262008733624,229,180,3.72,3.54,4.33,2.61,4.02,2.72,18.5,1.3333333333333333
BILD,2,FA20,A,1.0,1.0,0.8048780487804879,41,33,3.67,3.33,6.26,3.24,4.82,2.97,15.0,0.8333333333333334
BILD,2,FA20,B,0.94,0.88,0.8,40,32,3.69,3.6,6.44,3.28,4.53,2.78,15.0,0.8333333333333334
BILD,2,FA20,C,1.0,1.0,0.8,40,32,3.63,3.53,6.25,3.06,4.66,2.88,15.0,0.8333333333333334
BILD,2,FA20,D,0.96,0.96,0.675,40,27,3.52,3.22,5.46,3.23,4.33,2.81,9.0,0.8333333333333334
BILD,2,FA20,F,1.0,0.97,0.775,40,31,3.45,2.95,5.6,3.3,4.29,2.77,9.0,0.8333333333333334
BILD,2,FA20,G,1.0,1.0,0.8157894736842105,38,31,3.6,3.29,5.02,2.74,4.55,2.48,13.0,0.8333333333333334
BILD,2,FA20,H,1.0,0.97,0.8048780487804879,41,33,3.61,3.18,5.11,2.85,4.3,2.42,13.0,0.8333333333333334
BILD,2,FA20,I,0.96,1.0,0.7,40,28,3.5,3.13,5.19,2.93,4.44,2.69,13.0,0.8333333333333334
BILD,2,FA20,J,0.98,0.93,0.7844827586206896,116,91,3.45,3.31,6.17,3.57,4.37,2.87,17.0,0.8333333333333334
BILD,20,FA20,A,0.78,0.84,0.8688524590163934,122,106,3.04,3.23,4.25,3.45,3.79,2.42,17.0,1.3333333333333333
BILD,3,FA20,A,1.0,1.0,0.62,50,31,3.43,3.22,5.27,3.07,4.32,2.81,11.0,0.8333333333333334
BILD,3,FA20,B,0.97,0.97,0.7142857142857143,49,35,3.71,3.35,4.16,2.51,4.49,2.89,11.0,0.8333333333333334
BILD,3,FA20,C,1.0,1.0,0.7346938775510204,49,36,3.63,3.43,5.0,2.46,4.33,2.83,11.0,0.8333333333333334
BILD,3,FA20,D,0.94,0.97,0.7,50,35,3.5,3.27,4.5,2.88,4.15,2.74,14.0,0.8333333333333334
BILD,3,FA20,E,0.97,1.0,0.75,48,36,3.63,3.84,5.11,2.86,4.37,2.89,14.0,0.8333333333333334
BILD,3,FA20,F,0.94,0.97,0.75,48,36,3.54,3.47,4.56,3.06,4.49,2.77,14.0,0.8333333333333334
BILD,3,FA20,G,0.92,0.94,0.7551020408163265,49,37,3.68,3.79,4.99,3.08,4.24,2.78,15.0,0.8333333333333334
BILD,3,FA20,H,0.95,0.98,0.84,50,42,3.62,3.78,5.21,3.21,4.29,2.76,15.0,0.8333333333333334
BILD,3,FA20,I,0.9,0.98,0.8163265306122449,49,40,3.55,3.72,4.75,3.08,4.28,2.68,15.0,0.8333333333333334
BILD,3,FA20,J,0.95,0.89,0.6060606060606061,33,20,3.3,3.36,5.2,3.15,4.35,2.55,9.0,0.8333333333333334
BILD,3,FA20,K,0.92,0.92,0.65,20,13,3.08,2.97,5.88,3.46,4.46,2.15,9.0,0.8333333333333334
BILD,3,FA20,L,0.88,1.0,0.47368421052631576,19,9,3.25,3.35,4.75,2.75,4.5,2.75,9.0,0.8333333333333334
BILD,3,FA20,M,1.0,0.93,0.6666666666666666,21,14,3.64,2.8,5.07,3.0,4.71,2.79,12.0,0.8333333333333334
BILD,3,FA20,N,0.88,0.88,0.7272727272727273,11,8,3.63,2.97,4.25,2.63,4.0,2.75,12.0,0.8333333333333334
BILD,3,FA20,O,0.89,0.89,0.6176470588235294,34,21,3.5,2.62,4.39,2.74,4.05,2.58,12.0,0.8333333333333334
BILD,3,FA20,P,0.87,0.86,0.7887323943661971,142,112,3.43,3.09,6.14,3.21,4.06,2.58,13.0,0.8333333333333334
BILD,30,FA20,A,0.96,1.0,0.811965811965812,117,95,3.44,3.43,4.04,2.88,4.39,2.68,8.0,1.3333333333333333
BILD,32,FA20,A,0.99,0.99,0.8170731707317073,82,67,3.64,3.59,4.38,2.94,4.46,2.49,9.5,1.3333333333333333
BILD,4,FA20,A,0.96,1.0,0.816,375,306,3.85,3.99,2.7,2.32,3.9,2.89,17.0,1.3333333333333333
BILD,4,FA20,C,0.94,0.99,0.7671957671957672,189,145,3.72,3.58,3.13,2.54,3.77,2.94,17.0,1.3333333333333333
BILD,60,FA20,A,0.95,0.95,0.5121951219512195,41,21,3.85,3.37,3.1,2.74,4.05,2.45,9.5,1.3333333333333333
BILD,70,FA20,A,1.0,1.0,0.7142857142857143,28,20,4.0,4.0,2.5,2.6,4.45,3.0,14.0,3.8333333333333335
BILD,92,FA20,A,0.93,0.92,0.5172413793103449,29,15,3.5,,1.21,2.23,4.29,2.86,10.0,0.8333333333333334
BILD,92,FA20,B,0.92,0.92,0.38235294117647056,34,13,4.0,,2.19,2.85,4.38,2.92,11.0,0.8333333333333334
BILD,96,FA20,B,1.0,0.94,0.6,30,18,4.0,,1.17,1.5,4.44,3.0,9.0,1.8333333333333333
BILD,96,FA20,C,1.0,1.0,0.6551724137931034,29,19,4.0,,0.71,1.58,4.47,3.0,12.0,1.8333333333333333
BILD,1,SP20,A,0.89,0.89,0.43333333333333335,210,91,3.24,3.54,5.36,3.24,3.78,2.36,9.5,1.3333333333333333
BILD,1,SP20,B,0.93,0.89,0.8009478672985783,211,169,3.38,3.46,5.01,3.19,4.03,2.85,8.0,1.3333333333333333
BILD,1,SP20,C,0.87,0.89,0.7589928057553957,278,211,3.09,3.31,5.95,3.6,4.17,2.94,15.0,0.8333333333333334
BILD,2,SP20,A,0.96,0.94,0.8736263736263736,182,159,3.52,3.74,5.53,3.5,4.38,2.59,14.0,1.3333333333333333
BILD,22,SP20,A,0.91,0.92,0.4393063583815029,346,152,3.63,3.74,3.88,2.89,4.12,2.5,17.0,1.3333333333333333
BILD,3,SP20,A,0.92,0.95,0.6565656565656566,198,130,3.19,3.24,5.21,3.22,4.21,2.45,9.0,0.8333333333333334
BILD,3,SP20,B,0.96,0.97,0.6774193548387096,310,210,3.51,3.63,4.89,2.94,4.24,2.83,14.0,0.8333333333333334
BILD,3,SP20,C,0.97,0.99,0.4888888888888889,315,154,3.64,3.75,4.12,2.74,4.3,2.56,8.0,1.3333333333333333
BILD,4,SP20,A,0.97,1.0,0.732620320855615,187,137,3.87,3.82,3.52,,,,17.0,1.3333333333333333
BILD,42,SP20,A,0.82,0.82,0.25,44,11,3.86,3.63,4.14,2.64,4.0,2.55,14.0,1.3333333333333333
BILD,60,SP20,A,0.5,0.62,0.47058823529411764,34,16,3.75,3.79,10.63,3.25,3.69,2.31,15.0,0.8333333333333334
BILD,7,SP20,A,0.93,0.94,0.3160919540229885,174,55,3.62,3.73,3.39,2.6,3.98,2.31,11.0,1.3333333333333333
BILD,7,SP20,A,0.93,0.98,0.3160919540229885,174,55,3.62,3.73,3.39,2.6,3.98,2.31,11.0,1.3333333333333333
BILD,92,SP20,A,0.88,0.88,0.5714285714285714,14,8,2.5,0.0,3.0,1.71,4.5,2.13,11.5,0.8333333333333334
BILD,1,WI20,A,0.99,0.99,0.8734177215189873,395,345,3.51,3.47,4.43,2.99,4.15,2.96,14.0,1.3333333333333333
BILD,1,WI20,B,0.83,0.74,0.7885196374622356,331,261,3.3,3.29,5.56,3.27,3.94,2.93,12.5,1.3333333333333333
BILD,1,WI20,C,0.88,0.76,0.8155619596541787,347,283,3.41,3.39,5.37,3.03,3.95,2.92,15.5,1.3333333333333333
BILD,2,WI20,A,0.93,0.87,0.6509433962264151,106,69,3.21,3.03,6.38,3.78,4.31,2.6,8.0,1.3333333333333333
BILD,2,WI20,B,0.9,0.87,0.8130841121495327,214,174,3.38,3.63,5.14,3.56,4.19,2.89,15.5,1.3333333333333333
BILD,3,WI20,A,0.94,0.91,0.797427652733119,311,248,3.33,3.3,3.89,2.89,3.93,2.93,9.5,1.3333333333333333
BILD,3,WI20,B,0.94,0.98,0.7848101265822784,395,310,3.35,3.53,4.61,3.16,4.22,2.93,11.0,0.8333333333333334
BILD,38,WI20,A,0.93,0.9,0.543859649122807,57,31,3.54,3.59,3.03,2.73,4.23,2.87,8.0,1.3333333333333333
BILD,4,WI20,A,0.95,0.99,0.5347593582887701,187,100,3.7,3.72,2.84,,,,18.5,1.3333333333333333
BILD,4,WI20,B,0.95,0.98,0.7696335078534031,191,147,3.72,3.79,3.18,2.7,4.12,2.94,8.0,1.3333333333333333
BILD,60,WI20,A,0.82,0.94,0.40425531914893614,47,19,3.8,3.72,3.09,2.29,4.24,3.0,14.0,1.3333333333333333
BILD,87,WI20,A,1.0,1.0,0.5384615384615384,13,7,4.0,,1.07,2.67,4.29,2.71,13.0,0.8333333333333334
BILD,87,WI20,B,0.83,0.83,0.42857142857142855,14,6,4.0,,0.83,1.17,3.83,3.0,13.0,0.8333333333333334
BILD,1,FA19,A,0.92,0.93,0.7012987012987013,154,108,3.21,2.44,4.67,3.33,4.05,2.87,9.5,1.3333333333333333
BILD,1,FA19,B,0.93,0.93,0.8547854785478548,303,259,3.43,3.31,4.76,3.02,3.84,2.6,16.0,0.8333333333333334
BILD,1,FA19,C,0.93,0.94,0.8297872340425532,376,312,3.31,2.91,4.78,3.3,4.21,2.96,17.0,1.3333333333333333
BILD,2,FA19,A,0.93,0.72,0.862533692722372,371,320,3.51,2.97,6.22,3.26,4.25,2.9,9.0,0.8333333333333334
BILD,2,FA19,A,0.93,0.89,0.862533692722372,371,320,3.51,2.97,6.22,3.26,4.25,2.9,9.0,0.8333333333333334
BILD,20,FA19,A,0.83,0.83,0.8712121212121212,132,115,3.39,3.49,3.17,3.03,3.65,2.69,17.0,1.3333333333333333
BILD,3,FA19,B,0.93,0.95,0.7369791666666666,384,283,3.23,2.62,4.79,3.15,4.26,2.93,13.0,0.8333333333333334
BILD,3,FA19,C,0.95,0.97,0.8803191489361702,376,331,3.27,2.98,4.6,3.33,4.26,2.95,12.0,0.8333333333333334
BILD,30,FA19,A,0.96,0.96,0.5798319327731093,119,69,3.21,2.98,3.4,2.91,4.22,2.8,8.0,1.3333333333333333
BILD,4,FA19,A,0.95,0.97,0.8544973544973545,378,323,3.61,3.69,2.76,2.64,3.72,2.99,18.5,1.3333333333333333
BILD,4,FA19,B,0.94,0.99,0.5863874345549738,191,112,3.54,3.61,2.74,,,,17.0,1.3333333333333333
BILD,4,FA19,C,0.92,0.97,0.7526315789473684,190,143,3.55,3.74,3.3,2.89,4.01,2.99,18.5,1.3333333333333333
BILD,60,FA19,A,0.87,0.86,0.5227272727272727,44,23,3.61,3.77,3.2,2.7,3.77,3.0,11.0,1.3333333333333333
BILD,70,FA19,A,1.0,1.0,0.7142857142857143,28,20,3.89,3.96,2.18,2.61,4.68,3.0,14.0,3.8333333333333335
BILD,87,FA19,A,1.0,1.0,0.5333333333333333,15,8,4.0,,0.79,1.67,4.29,2.71,13.0,0.8333333333333334
BILD,87,FA19,B,0.8,0.8,0.631578947368421,19,12,4.0,,0.7,2.0,4.0,2.6,13.0,0.8333333333333334
BILD,96,FA19,A,0.88,0.96,0.6,45,27,4.0,,0.81,1.69,3.84,2.96,15.0,1.8333333333333333
BILD,1,SP19,A,0.89,0.84,0.8586118251928021,389,334,3.1,3.01,4.93,3.45,4.07,2.3,12.5,1.3333333333333333
BILD,1,SP19,B,0.79,0.63,0.5,320,160,3.23,3.4,5.13,3.55,3.76,2.59,16.0,0.8333333333333334
BILD,1,SP19,C,0.93,0.95,0.8958333333333334,48,43,3.48,3.13,5.62,2.86,4.19,2.93,11.0,0.8333333333333334
BILD,18,SP19,A,0.55,0.65,0.6370967741935484,124,79,2.88,2.84,3.11,3.34,3.36,2.83,16.0,0.8333333333333334
BILD,2,SP19,A,0.87,0.83,0.4489795918367347,196,88,3.04,2.76,6.12,3.98,4.31,2.9,8.0,1.3333333333333333
BILD,2,SP19,B,0.94,0.88,0.82421875,256,211,3.71,3.29,5.18,2.92,4.22,2.97,15.0,0.8333333333333334
BILD,3,SP19,A,0.89,0.95,0.7651821862348178,247,189,3.14,2.79,5.23,3.47,4.24,2.88,9.0,0.8333333333333334
BILD,3,SP19,B,0.96,0.98,0.46875,384,180,3.36,2.87,4.27,2.87,4.3,2.85,8.0,1.3333333333333333
BILD,4,SP19,A,0.9,0.99,0.7727272727272727,176,136,3.77,3.78,3.0,2.63,3.92,2.96,17.0,1.3333333333333333
BILD,4,SP19,B,0.91,0.88,0.6306306306306306,111,70,3.76,3.54,2.41,2.73,3.78,2.98,17.0,1.3333333333333333
BILD,60,SP19,A,0.83,1.0,0.4222222222222222,45,19,3.75,3.5,4.5,2.94,4.11,2.67,9.5,1.3333333333333333
BILD,7,SP19,A,0.76,0.88,0.31952662721893493,169,54,3.2,3.02,3.26,3.2,3.58,2.34,11.0,1.3333333333333333
BILD,87,SP19,B,1.0,1.0,0.3684210526315789,19,7,4.0,,0.5,1.29,3.71,3.0,13.0,0.8333333333333334
BILD,1,WI19,A,0.97,0.98,0.9035532994923858,394,356,3.43,3.14,4.15,2.97,4.26,2.65,18.0,1.3333333333333333
BILD,1,WI19,B,0.94,0.95,0.8661202185792349,366,317,3.3,3.14,4.87,3.23,4.12,2.96,15.5,1.3333333333333333
BILD,1,WI19,C,0.73,0.52,0.5483870967741935,186,102,2.95,3.33,5.79,4.05,3.46,2.97,12.5,1.3333333333333333
BILD,12,WI19,A,0.91,0.98,0.4253731343283582,134,57,3.37,2.74,3.7,3.22,4.15,2.85,18.5,1.3333333333333333
BILD,2,WI19,A,0.87,0.84,0.46987951807228917,166,78,3.13,2.71,6.37,4.08,4.32,2.8,8.0,1.3333333333333333
BILD,2,WI19,B,0.98,0.91,0.9361702127659575,47,44,3.45,3.35,6.05,3.09,4.3,3.0,13.0,0.8333333333333334
BILD,22,WI19,A,0.96,0.95,0.6062176165803109,386,234,3.68,3.54,3.13,2.6,4.15,2.49,17.0,1.3333333333333333
BILD,3,WI19,A,0.93,0.98,0.8707124010554089,379,330,3.07,2.94,4.65,3.47,4.17,2.96,12.5,1.3333333333333333
BILD,3,WI19,B,0.91,0.95,0.6912568306010929,366,253,3.2,2.7,5.35,3.43,4.17,2.97,14.0,0.8333333333333334
BILD,38,WI19,A,1.0,0.95,0.5348837209302325,43,23,3.58,3.49,3.32,2.57,4.29,2.95,9.5,1.3333333333333333
BILD,4,WI19,A,0.95,1.0,0.7621621621621621,185,141,3.69,3.63,3.07,2.57,3.96,2.99,17.0,1.3333333333333333
BILD,4,WI19,B,0.9,0.99,0.7670454545454546,176,135,3.74,3.78,3.05,2.67,4.1,2.99,17.0,1.3333333333333333
BILD,4,WI19,C,0.9,0.83,0.7514450867052023,173,130,3.61,3.55,3.32,2.71,3.78,3.0,17.0,1.3333333333333333
BILD,60,WI19,A,1.0,1.0,0.4666666666666667,45,21,3.81,3.77,2.98,2.33,4.67,2.95,14.0,1.3333333333333333
BILD,87,WI19,A,1.0,1.0,0.7333333333333333,15,11,4.0,,0.68,2.22,4.45,2.73,13.0,0.8333333333333334
BILD,87,WI19,B,1.0,0.89,0.625,16,10,4.0,,0.5,2.86,4.3,2.9,13.0,0.8333333333333334
BILD,1,FA18,A,0.89,0.89,0.4618181818181818,275,127,3.18,2.35,5.25,3.47,4.29,2.81,9.0,0.8333333333333334
BILD,1,FA18,B,0.92,0.95,0.8884892086330936,278,247,3.22,2.89,5.13,3.28,4.13,2.98,15.5,1.3333333333333333
BILD,1,FA18,C,0.62,0.42,0.5172413793103449,145,75,3.3,3.31,5.65,3.91,3.56,2.96,15.5,1.3333333333333333
BILD,10,FA18,A,0.95,0.98,0.8629737609329446,343,296,3.5,3.4,3.67,2.58,4.23,2.46,18.5,1.3333333333333333
BILD,2,FA18,A,0.99,0.98,0.9122807017543859,399,364,3.53,3.36,4.7,3.02,4.42,2.46,17.0,1.3333333333333333
BILD,20,FA18,A,0.73,0.73,0.5663716814159292,113,64,3.04,2.91,3.53,3.5,3.64,2.8,17.0,1.3333333333333333
BILD,3,FA18,A,0.86,0.87,0.7585301837270341,381,289,3.23,2.8,5.73,3.33,4.02,2.91,11.0,0.8333333333333334
BILD,3,FA18,B,0.89,0.94,0.8059299191374663,371,299,3.19,2.8,5.38,3.4,4.1,2.97,15.0,0.8333333333333334
BILD,3,FA18,C,0.9,0.93,0.5603448275862069,116,65,3.49,2.47,3.88,3.16,4.17,2.9,11.0,1.3333333333333333
BILD,4,FA18,A,0.91,0.95,0.8736559139784946,372,325,3.5,3.69,3.5,2.84,3.77,2.99,18.5,1.3333333333333333
BILD,4,FA18,B,0.97,0.98,0.7956989247311828,186,148,3.59,3.69,2.83,2.73,3.97,3.0,17.0,1.3333333333333333
BILD,60,FA18,A,0.76,0.65,0.4146341463414634,41,17,3.75,3.79,2.97,2.76,3.82,2.94,14.0,1.3333333333333333
BILD,70,FA18,A,1.0,1.0,0.7407407407407407,27,20,3.84,4.0,1.97,2.71,4.58,3.0,13.0,3.8333333333333335
BILD,87,FA18,A,0.89,1.0,0.5789473684210527,19,11,4.0,,0.5,1.5,3.8,2.6,13.0,0.8333333333333334
BILD,87,FA18,B,0.64,0.82,0.5789473684210527,19,11,4.0,,0.68,1.4,3.82,2.18,13.0,0.8333333333333334
BILD,96,FA18,A,0.95,1.0,0.9545454545454546,22,21,4.0,,0.6,1.52,3.95,3.0,15.0,1.8333333333333333
BILD,1,SP18,A,0.85,0.72,0.5267489711934157,243,128,3.08,2.92,5.85,3.52,3.83,2.31,12.5,1.3333333333333333
BILD,1,SP18,B,0.94,0.88,0.4594594594594595,37,17,3.87,3.24,3.75,2.94,3.88,2.94,11.0,0.8333333333333334
BILD,1,SP18,C,0.94,0.95,0.7701149425287356,261,201,3.47,3.13,4.84,3.23,4.05,2.95,15.0,0.8333333333333334
BILD,18,SP18,A,0.91,0.88,0.42567567567567566,148,63,3.51,3.19,3.22,2.35,4.14,2.9,13.0,0.8333333333333334
BILD,2,SP18,A,0.98,0.98,0.9077306733167082,401,364,3.42,3.21,5.08,3.16,4.43,2.5,12.5,1.3333333333333333
BILD,22,SP18,A,0.95,0.96,0.5632754342431762,403,227,3.58,3.57,3.24,2.82,4.2,2.39,17.0,1.3333333333333333
BILD,3,SP18,A,0.9,0.94,0.7333333333333333,285,209,3.02,2.74,5.23,3.5,4.1,2.78,9.0,0.8333333333333334
BILD,3,SP18,B,0.95,0.99,0.491566265060241,415,204,3.37,2.96,4.51,2.91,4.2,2.79,8.0,1.3333333333333333
BILD,4,SP18,A,0.88,0.98,0.7159090909090909,176,126,3.68,3.52,3.18,2.96,3.94,2.97,8.0,1.3333333333333333
BILD,4,SP18,B,0.95,0.99,0.6388888888888888,180,115,3.65,3.6,3.5,2.76,4.08,2.98,8.0,1.3333333333333333
BILD,60,SP18,A,0.95,1.0,0.4791666666666667,48,23,4.0,3.76,2.5,2.33,4.38,3.0,14.0,1.3333333333333333
BILD,87,SP18,A,0.88,0.88,0.6923076923076923,13,9,,,0.75,1.33,3.29,2.5,13.0,0.8333333333333334
BILD,87,SP18,B,1.0,1.0,0.3125,16,5,,,0.5,2.4,4.2,2.6,13.0,0.8333333333333334
BILD,87,SP18,C,0.93,1.0,0.8333333333333334,18,15,4.0,,0.9,1.86,4.07,2.93,14.0,0.8333333333333334
BILD,1,WI18,A,0.97,0.93,0.8235294117647058,204,168,3.5,3.0,5.01,3.02,4.05,2.92,14.0,0.8333333333333334
BILD,1,WI18,B,0.98,0.99,0.9166666666666666,384,352,3.54,3.3,4.06,2.93,4.2,2.85,17.0,1.3333333333333333
BILD,12,WI18,A,0.91,0.93,0.554945054945055,182,101,3.27,2.8,4.56,3.25,4.23,2.94,18.0,1.3333333333333333
BILD,2,WI18,A,0.95,0.85,0.5512820512820513,78,43,3.27,2.66,6.36,3.61,4.4,2.8,8.0,1.3333333333333333
BILD,2,WI18,B,0.97,0.89,0.846875,320,271,3.39,3.17,5.05,3.39,4.25,2.94,12.5,1.3333333333333333
BILD,3,WI18,A,0.94,0.95,0.8074866310160428,374,302,3.28,2.77,4.67,3.08,4.11,2.93,14.0,0.8333333333333334
BILD,3,WI18,B,0.93,0.99,0.8567708333333334,384,329,3.26,2.94,4.51,3.22,4.21,2.95,14.0,1.3333333333333333
BILD,4,WI18,A,0.91,0.96,0.6825396825396826,189,129,3.57,3.43,3.14,2.75,4.02,2.96,8.0,1.3333333333333333
BILD,4,WI18,B,0.88,0.97,0.7634408602150538,186,142,3.59,3.56,3.69,2.91,3.92,2.98,8.0,1.3333333333333333
BILD,60,WI18,A,0.91,0.91,0.4791666666666667,48,23,4.0,3.63,3.32,2.62,4.0,2.95,9.5,1.3333333333333333
BILD,87,WI18,A,1.0,1.0,0.6470588235294118,17,11,,,0.5,1.55,4.09,2.91,13.0,0.8333333333333334
BILD,87,WI18,B,0.75,0.88,0.5714285714285714,14,8,4.0,,0.5,1.83,3.86,3.0,13.0,0.8333333333333334
BILD,1,FA17,A,0.97,0.98,0.7350993377483444,302,222,3.51,2.8,5.15,3.0,4.19,2.89,9.0,0.8333333333333334
BILD,1,FA17,B,0.97,0.99,0.8453237410071942,278,235,3.3,3.07,5.03,3.21,4.21,2.94,12.0,0.8333333333333334
BILD,10,FA17,A,0.97,0.97,0.9080882352941176,272,247,3.52,3.57,3.79,2.64,4.11,2.54,18.5,1.3333333333333333
BILD,2,FA17,A,0.99,0.98,0.8538011695906432,342,292,3.6,3.43,4.95,2.93,4.33,2.88,17.0,1.3333333333333333
BILD,26,FA17,A,0.61,0.51,0.45977011494252873,174,80,2.71,2.58,5.27,3.78,3.5,2.59,14.0,1.3333333333333333
BILD,3,FA17,A,0.93,0.95,0.8157248157248157,407,332,3.27,2.84,5.0,3.1,4.15,2.92,11.0,0.8333333333333334
BILD,3,FA17,B,0.94,0.96,0.8198433420365535,383,314,3.38,2.84,5.17,3.01,4.05,2.95,15.0,0.8333333333333334
BILD,4,FA17,A,0.83,0.91,0.9354838709677419,186,174,3.57,3.58,3.72,2.9,3.65,2.99,18.5,1.3333333333333333
BILD,4,FA17,B,0.82,0.86,0.8206521739130435,184,151,3.49,3.58,3.81,2.97,3.56,2.97,18.5,1.3333333333333333
BILD,4,FA17,C,0.87,0.97,0.8260869565217391,184,152,3.4,3.6,3.34,2.92,3.67,2.99,18.5,1.3333333333333333
BILD,87,FA17,A,1.0,0.88,0.4444444444444444,18,8,,,0.5,1.86,4.13,2.75,13.0,0.8333333333333334
BILD,87,FA17,B,1.0,0.9,0.55,20,11,3.0,,0.5,1.5,4.0,3.0,13.0,0.8333333333333334
BILD,96,FA17,A,1.0,1.0,0.7368421052631579,19,14,4.0,,0.64,1.38,4.43,3.0,15.0,1.8333333333333333
BILD,1,SP17,A,0.94,0.91,0.888235294117647,340,302,3.36,2.88,5.4,3.55,4.05,2.89,8.0,1.3333333333333333
BILD,1,SP17,B,0.92,0.87,0.8865248226950354,141,125,3.31,2.95,5.22,3.58,4.13,2.48,9.5,1.3333333333333333
BILD,18,SP17,A,0.7,0.67,0.49242424242424243,132,65,3.38,2.82,3.26,2.93,3.44,2.7,13.0,0.8333333333333334
BILD,2,SP17,A,0.9,0.76,0.45867768595041325,242,111,3.08,2.62,6.94,4.12,4.17,2.84,8.0,1.3333333333333333
BILD,22,SP17,A,0.95,0.94,0.5286103542234333,367,194,3.57,3.38,3.28,3.1,4.05,2.45,17.0,1.3333333333333333
BILD,3,SP17,A,0.9,0.93,0.7660818713450293,342,262,3.24,2.67,4.64,3.46,3.99,2.91,11.0,1.3333333333333333
BILD,3,SP17,B,0.92,0.97,0.5133333333333333,450,231,3.42,2.88,4.6,3.1,4.27,2.8,8.0,1.3333333333333333
BILD,4,SP17,A,0.63,0.71,0.88,175,154,3.49,3.45,3.9,3.25,3.26,2.95,9.5,1.3333333333333333
BILD,4,SP17,B,0.78,0.78,0.47058823529411764,136,64,3.59,3.62,3.87,3.24,3.81,2.84,9.5,1.3333333333333333
BILD,60,SP17,A,0.92,1.0,0.5,48,24,3.71,3.81,2.83,3.25,4.57,3.0,14.0,1.3333333333333333
BILD,7,SP17,A,0.83,0.87,0.3125,192,60,3.18,3.36,3.78,3.37,3.58,2.4,11.0,1.3333333333333333
